year,country,geo,category_key,category_label,top_crop,prod_code,price_eur_t
2024,Netherlands,NL,arable,Arable (cereals/oilseeds),Rape - prices per 100 kg,02110000,450.0
2024,Netherlands,NL,orchards,Orchards/Vineyards (perennial),Strawberries: all types of production - prices per 100 kg,06193000,5328.0
2024,Netherlands,NL,rowCrops,Row crops,Early potatoes - prices per 100 kg,05110000,774.5999999999999
2024,Netherlands,NL,vegetables,Vegetables (fresh market/transplant),Asparagus: all qualities - prices per 100 kg,04199910,6518.9
2024,Poland,PL,arable,Arable (cereals/oilseeds),Rape - prices per 100 kg,02110000,468.40000000000003
2024,Poland,PL,industrial,Specialty industrial crops,Raw tobacco: all varieties - prices per 100 kg,02300000,4351.9
2024,Poland,PL,orchards,Orchards/Vineyards (perennial),Raspberries - prices per 100 kg,06199200,2675.0
2024,Poland,PL,rowCrops,Row crops,Main crop potatoes - prices per 100 kg,05120000,276.3
2024,Poland,PL,vegetables,Vegetables (fresh market/transplant),Cultivated mushrooms: all qualities - prices per 100 kg,04199901,1543.8999999999999
2024,Portugal,PT,arable,Arable (cereals/oilseeds),Dessert grapes: all varieties - prices per 100 kg,06410000,2583.2999999999997
2024,Portugal,PT,industrial,Specialty industrial crops,Hops: all varieties - prices per 100 kg,02920000,4500.0
2024,Portugal,PT,orchards,Orchards/Vineyards (perennial),Raspberries - prices per 100 kg,06199200,7565.299999999999
2024,Portugal,PT,rowCrops,Row crops,Beetroot - prices per 100 kg,04199905,1248.5
2024,Portugal,PT,vegetables,Vegetables (fresh market/transplant),Green peas: all qualities - prices per 100 kg,04199000,3815.4
2024,Romania,RO,arable,Arable (cereals/oilseeds),Dessert grapes: all varieties - prices per 100 kg,06410000,1184.0
2024,Romania,RO,orchards,Orchards/Vineyards (perennial),Strawberries: all types of production - prices per 100 kg,06193000,1986.1000000000001
2024,Romania,RO,rowCrops,Row crops,Beetroot - prices per 100 kg,04199905,790.0
2024,Romania,RO,vegetables,Vegetables (fresh market/transplant),Garlic - prices per 100 kg,04199906,4022.4
2024,Sweden,SE,arable,Arable (cereals/oilseeds),Rape - prices per 100 kg,02110000,429.4
2024,Sweden,SE,orchards,Orchards/Vineyards (perennial),Strawberries in the open - prices per 100 kg,06193100,4288.8
2024,Sweden,SE,rowCrops,Row crops,Early potatoes - prices per 100 kg,05110000,539.4
2024,Sweden,SE,vegetables,Vegetables (fresh market/transplant),Tomatoes under glass: all qualities - prices per 100 kg,04122000,1334.5
2024,Slovenia,SI,arable,Arable (cereals/oilseeds),Grapes for wine production - prices per 100 kg,06490000,879.7
2024,Slovenia,SI,industrial,Specialty industrial crops,Hops: all varieties - prices per 100 kg,02920000,7147.0
2024,Slovenia,SI,orchards,Orchards/Vineyards (perennial),Strawberries: all types of production - prices per 100 kg,06193000,5596.599999999999
2024,Slovenia,SI,rowCrops,Row crops,Early potatoes - prices per 100 kg,05110000,590.7
2024,Slovenia,SI,vegetables,Vegetables (fresh market/transplant),Garlic - prices per 100 kg,04199906,7675.299999999999
2024,Slovakia,SK,arable,Arable (cereals/oilseeds),Dessert grapes: all varieties - prices per 100 kg,06410000,1004.7
2024,Slovakia,SK,orchards,Orchards/Vineyards (perennial),Strawberries in the open - prices per 100 kg,06193100,3244.0
2024,Slovakia,SK,rowCrops,Row crops,Early potatoes - prices per 100 kg,05110000,720.1999999999999
2024,Slovakia,SK,vegetables,Vegetables (fresh market/transplant),Tomatoes under glass: all qualities - prices per 100 kg,04122000,2180.8
